data_area_type,data_area_type_FR,data_area,data_area_FR,entity,entity_FR,attribute,attribute_FR,attribute_data_type,attribute_data_type_FR,attribute_description,attribute_description_FR,NEED
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Grievance,Grief,Classification Grievance Hearing Date,Date de l'audition d'un grief de classification,Date,Date,The date of the classification hearing.,Date de l'audition d'un grief de classification.,
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Grievance,Grief,Classification Grievance Hearing Logistic,Logistique de l'audition du grief de classification,Text,Texte,"Logistics information for hearing (protocols, etc).","Information logistique pour l'audition (protocole, etc.).",
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Grievance Assessment,Évaluation du grief,Grievance Escalation Level,Palier du grief,Code,Code,The level of the grievance process at which a grievance can be presented for assessment.,Palier de la procédure applicable aux griefs auquel on peut présenter un grief aux fins d'évaluation.,
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Grievance Assessment,Évaluation du grief,Grievance Receipt Date,Date de réception du grief,Date,Date,The date the grievance is received for assessment at each stage of the escalation process.,Date à laquelle a été reçu le grief pour l'évaluation à chaque étape du processus de paliers d'intervention. ,
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Grievance Assessment,Évaluation du grief,Grievance Assessment Decision,Décision prise suite à l'évaluation du grief,Text,Texte,The decision as a result of the assessment of the grievance.,Décision prise à la suite de l'évaluation du grief.,
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Grievance Assessment,Évaluation du grief,Grievance Decision Date,Date de décision pour le grief,Date,Date,The date the assessment decision is rendered.,Date à laquelle a été rendue la décision d'évaluation.,
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Grievance Status,Statut du grief,Grievance Status,Statut du grief,Code,Code,The status of a grievance.,Statut du grief.,
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Grievance Status,Statut du grief,Grievance Status Date,Date du statut du grief,Date,Date,The date the status is effective.,Date à laquelle le statut entre en vigueur.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Hours of Work,Heures de travail,Hours of Work From Date,Date de début des heures de travail,Date,Date,The date the hours of work will begin for the appointment.,Date de début des heures de travail .,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Hours of Work,Heures de travail,Hours of Work To Date,Date de fin des heures de travail,Date,Date,The date the hours of work will end for the appointment.,Date de fin des heures de travail.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Hours of Work,Heures de travail,Non Standard Work Week Indicator,Indicateur de semaine spéciale de travail,Indicator,Indicateur,Indicator specifying that the employment does not have a standard work week in terms of hours per day or in terms of a five day work week.,Indicateur faisant savoir qu'il s'agit d'une semaine de travail spéciale : le nombre d'heures de travail par jour est différent ou la semaine de travail n'est pas égale à 5 jours.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Hours of Work,Heures de travail,Change of Hours Approval Date,Date d'approbation du changement d'heures,Date,Date,The date of the approval of the change in hours of work for the employment.,Date d'approbation du changement d'heures pour l'emploi.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Hours of Work,Heures de travail,Change of Hours Approval Name,Nom de la personne ayant approuvé le changement d'heures,Text,Texte,The name of the person that approved the change in hours of work for the employment.,Nom de la personne ayant approuvé le changement d'heures.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Hours of Work,Heures de travail,Change of Hours Submitted Date,Date de soumission du changement d'heures,Date,Date,The date the hours of work change is submitted.,Date de soumission du changement d'heures.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Hours of Work,Heures de travail,Assigned Work Week,Semaine de travail assignée,Number,Nombre,The hours per week an employee is assigned to work.,Nombre d'heures de travail par semaine pour lesquelles un employé est assigné à travailler.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Hours of Work,Heures de travail,Compressed Work Week Indicator,Indicateur de semaine de travail comprimée,Indicator,Indicateur,Indicator specifying if the employee is working a compressed schedule.,Indicateur précisant si l'employé a une semaine de travail comprimée.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Hours of Work,Heures de travail,Exception Time Reporting Indicator,Indicateur - horaire régulier,Indicator,Indicateur,"Indicator specifying whether a schedule is only expected to be submitted on an exception basis. If the employee works the same hours every week, a schedule would not be expected every week.","Indicateur précisant si l'horaire ne sera soumis qu'exceptionnellement, car l'employé travaille les mêmes heures chaque semaine.",
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Hours Recorded,Heures enregistrées,Recorded Number of Hours,Nombre d'heures consignées,Number,Nombre,The number of hours recorded by an employees who is paid on an hourly basis or who has worked overtime.,Nombre d'heures consignées par l'employé rémunéré à l'heure ou par l'employé ayant fait des heures supplémentaires.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Hours Recorded,Heures enregistrées,Hours Submitted Date,Date de soumission des heures,Date,Date,The date the employee submits the hours they worked.,Date à laquelle l'employé soumet les heures travaillées. ,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Hours Recorded,Heures enregistrées,Hours FAA Section 34 Approval Date,Date d'approbation des heures - article 34 de la LGFP,Date,Date,The date the submitted working time report receives Section 34 approval.,Date à laquelle le rapport sur les heures travaillées reçoit l'approbation en vertu de l'article 34.,
HR Business Line Data,Données du secteur d'activité RH,"Compensation, Leave & Pension","Rémunération, congés et pensions",Hours Recorded,Heures enregistrées,Hours FAA Section 34 Approval Name,Nom de l'approbateur des heures - article 34 de la LGFP,Text,Texte,The name of the delegated financial authority committing the funds.,Nom du délégataire du pouvoir d'engager des fonds.,
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Incident,Incident,Incident Type,Type d'incident,Code,Code,The type of incident.,Type d'incident.,
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Incident,Incident,Incident Date,Date de l'incident,Date,Date,The date the incident occurred.,Date de l'incident.,
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Incident,Incident,Incident Description,Description de l'incident,Text,Texte,"Information describing the incident. In the case of an Occupational Health and Safety (OHS) incident, details regarding potential or actual hazardous situations are provided to various parties e.g. Unions, OHS Representative or Committee. These details might then be shared by the Workplace OHS Committee with the Human Resources and Skills Development Canada (HRSDC) - Labour Program, for example. According to Labour Program, the employer should develop a hazard identification and assessment methodology taking into account the following documents and information: (a) any hazardous occurrence investigation reports; (b) first aid records and minor injury records; (c) work place health protection programs; (d) any results of work place inspections; (e) any employee reports made under paragraph 126(1)(g) or (h) of the Act or under section 15.3; (f) any government or employer reports, studies and tests concerning the health and safety of employees; (g) any reports made under the Safety and Health Committees and Representatives Regulations; (h) the record of hazardous substances; and (i) any other relevant information.","Information décrivant l'incident. Dans le cas d'un accident de travail ou d'une maladie professionnelle, on communique les détails de la situation à toutes les parties : syndicats, comités ou représentants de la SST. Par exemple, le comité local de la SST peut les communiquer au Programme du travail de Ressources humaines et Développement des compétences Canada. Selon le Programme du travail, l’employeur élabore une méthode de recensement et d’évaluation des risques y compris ceux liés à l’ergonomie, en tenant compte des documents et renseignements suivants : a) tout rapport d’enquête de situation comportant des risques; b) le registre de premiers soins et le registre de blessures légères; c) les programmes de protection de la santé dans le lieu de travail; d) tout résultat d’inspection du lieu de travail; e) tout élément signalé par l’employé au titre des alinéas 126.(1)g) ou h) de la Loi et tout rapport fait par l’employé au titre de l’article 15.3; f) tout rapport, toute étude et toute analyse de l’État ou de l’employeur sur la santé et la sécurité des employés; g) tout rapport présenté sous le régime du Règlement sur les comités de sécurité et de santé et les représentants; h) le registre des substances dangereuses; i) tout autre renseignement pertinent.",
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Incident,Incident,Incident Location,Lieu de l'incident,Code,Code,Information on the location where the incident occurred.,Information sur le lieu de l'incident.,
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Incident,Incident,Incident Investigation Report,Rapport de l'enquête sur l'incident,Text,Texte,Final report summarizing the results of the incident investigation.,Rapport final résumant les résultats de l'enquête sur l'incident.,
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Incident,Incident,OHS Event Escalation Level,Niveau de renvoi d'un incident de SST,Code,Code,"When a manager determines that he/she cannot resolve the situation by him/herself, the situation is escalated to the appropriate mitigating parties, as required. In the case of refusal to work, the situation may first be escalated to the Workplace Occupational Health and Safety (OHS) Committee and then a second escalation to the Human Resources and Skills Development Canada (HRSDC) Labour Program where an official from the Ministry of Labour conducts the OHS incident investigation.","Lorsque le gestionnaire détermine qu'il ne peut pas résoudre le problème tout seul, il s'adresse aux instances chargées des mesures correctrices pertinentes. Si l'employé refuse de travailler, il peut d'abord s'adresser au comité de santé et de sécurité au travail, puis au Programme du travail de  Ressources humaines et Développement des compétences Canada (RHDCC), où un représentant du ministère du Travail mènera l'enquête sur l'incident en question.",
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Incident Resolution *,Résolution d'incident *,Incident Resolution Date *,Date de résolution de l'incident *,Date,Date,*Date when the incident was resolved.,*Date à laquelle l'incident a été résolu.,
HR Business Line Data,Données du secteur d'activité RH,Recourse & OHS,Recours et SST,Incident Resolution *,Résolution d'incident *,Incident Resolution Type *,Type de résolution d'incident *,Code,Code,*Indicates how the incident was resolved.  (Type).,*Indique comment l'incident a été résolu.  (Type),
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Informal Discussion,Discussion informelle,Informal Discussion Type,Type de discussion informelle,Code,Code,The type of informal discussion.,Type de discussion informelle. ,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Informal Discussion,Discussion informelle,Informal Discussion Date,Date de la discussion informelle,Date,Date,The date the informal discussion takes place.,Date à laquelle la discussion informelle a lieu.,
HR Business Line Data,Données du secteur d'activité RH,Staffing,Dotation,Informal Discussion,Discussion informelle,Informal Discussion Result,Résultat de la discussion informelle,Text,Texte,The results of the informal discussion that are compiled and documented. There are no set rules on what can or should be done with information provided in an informal discussion. Each situation is addressed on a case-by-case basis.,Les résultats de la discussion informelle sont compilés et documentés. Il n'existe pas de règle précise sur ce qu'on peut ou doit faire de l'information fournie au cours de la discussion informelle. Chaque situation est différente et doit être considérée comme telle.,
Core Workforce Data,Données de base sur les effectifs,Job,Travail,Job,Travail,Job Number,Numéro d'emploi,Identifier,Identifiant,"An identification number used when one or more positions, with identical duties, are related to a single classification decision.","Numéro d'identification utilisé lorsqu'un ou plusieurs postes, dont les fonctions sont identiques, sont liés à une seule décision de classification.",
Core Workforce Data,Données de base sur les effectifs,Job,Travail,Job,Travail,Job Title,Titre du poste,Code,Code,A short phrase or title that describes the primary role of the job in both official languages.,Quelques mots décrivant le principal rôle du titulaire de l'emploi dans les deux langues officielles.,
Core Workforce Data,Données de base sur les effectifs,Job,Travail,Job,Travail,Job Effective Date,Date d'entrée en vigueur du poste,Date,Date,The date the job is effective.,Date d'entrée en vigueur du poste.,
Core Workforce Data,Données de base sur les effectifs,Job,Travail,Job,Travail,Job Function,Fonction du poste,Code,Code,The description of a job in terms of its field of expertise (e.g. human resources).,"Description d'un poste en fonction de son domaine de spécialité (ress. humaines, par ex.).",
Core Workforce Data,Données de base sur les effectifs,Job,Travail,Job,Travail,Job Family,Famille d'emplois,Code,Code,"A Job Family is a group of job functions that involve work in the same general occupation. These jobs have related knowledge requirements, skill sets, and abilities.","Une famille d'emplois est un groupe de fonctions qui impliquent un travail dans la même profession générale. Ces emplois ont des connaissances, des compétences et des aptitudes similaires.",
Core Workforce Data,Données de base sur les effectifs,Job,Travail,Job,Travail,National Occupational Classification (NOC),Classification nationale des professions (CNDP),Code,Code,"The National Occupation Code (NOC) to which the job is related. The NOC, developed by Human Resources Development Canada, is used to describe and classify the occupations of Canadians.","Classe de l'emploi dans la Classification nationale des professions (CNP). Créée par RHDCC, la CNP sert à décrire et à classifier les professions pratiquées au Canada.",
Core Workforce Data,Données de base sur les effectifs,Job,Travail,Job,Travail,Job Next Review Date,Date du prochain examen du poste,Date,Date,The date by which the job must be reviewed as part of the cyclical review process.,Date du prochain examen du poste dans le cadre du processus d'examen cyclique.,
Core Workforce Data,Données de base sur les effectifs,Job,Travail,Job,Travail,Job Communication Requirement,Exigences de communication de l'emploi,Code,Code,A code which identifies certain functions of the job and the official language or languages required to carry out these functions.,Code identifiant certaines fonctions d'un poste ainsi que la ou les langues officielles requises pour s'en acquitter.,
Core Workforce Data,Données de base sur les effectifs,Job,Travail,Job,Travail,Job ADM Status,Statut SMA,Code,Code,The status of an Assistant Deputy Minister's position.,Statut d'un poste de sous-ministre adjoint.,
Core Workforce Data,Données de base sur les effectifs,Job,Travail,Job,Travail,Job Compensation Frequency,Fréquence de la rémunération de l'emploi,Text,Texte,"*The frequency for which the compensation has been quoted (e.g.: hourly, bi-weekly, annually).","*La fréquence pour laquelle la rémunération a été indiquée (par exemple : horaire, bihebdomadaire, annuelle).",
Core Workforce Data,Données de base sur les effectifs,Job,Travail,Job,Travail,Job Supervisory Factor Code,Code facteur de poste de surveillant,Text,Texte,Identification of the evaluation coordinates in a point rating plan for the supervisory classification factors.,Code identifiant les coordonnées d'évaluation d'un système de cotation numérique pour les facteurs de classification des postes de surveillant.,
Core Workforce Data,Données de base sur les effectifs,Job,Travail,Job,Travail,Job Managerial Level,Niveau hiérarchique du gestionnaire,Code,Code,The level of a managerial job.,Niveau hiérarchique du gestionnaire.,
Core Workforce Data,Données de base sur les effectifs,Job,Travail,Job Status,Statut de l'emploi,Job Status,Statut de l'emploi,Code,Code,The status of the job.,Statut de l'emploi.,
Core Workforce Data,Données de base sur les effectifs,Job,Travail,Job Status,Statut de l'emploi,Job Status Date,Date du statut de l'emploi,Date,Date,The date associated with the status of the job.,Date du statut de l'emploi.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Labour Data,Données sur la main-d'œuvre,Labour Data Period,Période des données sur la main-d'œuvre,Number,Nombre,"The time period to which the labour data is applicable. A period could be a day, week, month, quarter, year, etc.","Période des données sur la main-d'œuvre (exprimée en jours, en semaines, en mois, en trimestres, en années, etc.).",
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Labour Data,Données sur la main-d'œuvre,Labour Data Type,Type de données sur la main-d'œuvre,Code,Code,"The type of labour data. The types include Public Service, Department-Agency and external labour market.","Type de données sur la main-d'œuvre : fonction publique, organisme/ministère, marché du travail externe.",
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Labour Data,Données sur la main-d'œuvre,Labour Supply,Offre de main-d'œuvre,Text,Texte,The potential number of available resources for the labour data.,Nombre potentiel de ressources disponibles pour les données sur la main-d'œuvre.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Labour Data,Données sur la main-d'œuvre,Labour Skill,Compétences - données sur la main-d'œuvre,Text,Texte,The skill sets associated to the labour data information.,Compétences associées aux données sur la main-d'œuvre.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Labour Data,Données sur la main-d'œuvre,Labour Data Detail,Détails concernant les données sur la main-d'œuvre,Text,Texte,Description and content of the labour data.,Description et contenu des données sur la main-d'œuvre.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Language Evaluation,Évaluation linguistique,Primary Language Indicator,Indicateur de première langue,Indicator,Indicateur,"The official language having a primary personal identification for the employee (that is, the official language in which a person is generally more proficient).","Première langue officielle de l'employé, soit généralement celle qu'il parle le mieux.",
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Language Evaluation,Évaluation linguistique,Language,Langue,Code,Code,The language being evaluated.,Langue évaluée.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Language Evaluation,Évaluation linguistique,Oral Level,Niveau oral,Code,Code,The level received in the oral language evaluation.,Niveau obtenu à la suite de l'évaluation orale.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Language Evaluation,Évaluation linguistique,Written Level,Niveau écrit,Code,Code,The level received in the written language evaluation.,Code d'identification du type de compétence.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Language Evaluation,Évaluation linguistique,Reading Level,Niveau de compétence en lecture,Code,Code,The level received in the reading language evaluation.,Niveau obtenu à la suite de l'évaluation des compétences en lecture.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Language Evaluation,Évaluation linguistique,Language Evaluation Date,Date d'évaluation de la langue,Date,Date,The date of the language evaluation.,La date d'évaluation de la langue.,
Core Workforce Data,Données de base sur les effectifs,Person,Personne,Language Evaluation,Évaluation linguistique,Language Expiration Date,Date d'expiration - langue,Date,Date,The date that the language evaluation results will expire or need to be renewed.,Date à laquelle les résultats d'évaluation linguistique expirent ou doivent être renouvelés.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning & Development Program,Programme d'apprentissage et de perfectionnement,Learning & Development Program Title,Titre du programme d'apprentissage et de perfectionnement,Text,Texte,The title of the learning and development program.,Titre du programme d'apprentissage et de perfectionnement.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning & Development Program,Programme d'apprentissage et de perfectionnement,Learning & Development Program Description,Description du programme d'apprentissage et de perfectionnement,Text,Texte,"A description of the program outlining the objectives, duration, required and elective learning events, overview of content, etc.","Description du programme : objectifs, durée, activités obligatoires et facultatives, aperçu de la matière, etc.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning & Development Program,Programme d'apprentissage et de perfectionnement,Learning & Development Program Eligibility Criteria,Critères d'admissibilité au programme d'apprentissage et de perfectionnement,Text,Texte,Details regarding eligibility for participating in the program.,Détails concernant l'admissibilité au programme.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning & Development Program Curriculum,Programme d'apprentissage et de perfectionnement Programme d'études,Learning & Development Program Event Mandatory Indicator,Indicateur précisant si l'activité est obligatoire - programme d'apprentissage et perfectionnement,Indicator,Indicateur,Indicator specifying whether the learning and development event is mandatory to the completion of the learning and development program.,Indicateur précisant si l'activité d'apprentissage et de perfectionnement est obligatoire pour terminer le programme d'apprentissage et de perfectionnement.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning & Development Program Curriculum,Programme d'apprentissage et de perfectionnement Programme d'études,Learning & Development Program Event Achievement Level,Niveau de rendement à l'activité - programme d'apprentissage et de perfectionnement,Text,Texte,The participant's expected level of success in order for the learning event to be considered successfully completed.,Niveau que doit atteindre le participant pour réussir son activité d'apprentissage.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning & Development Program Curriculum,Programme d'apprentissage et de perfectionnement Programme d'études,Learning & Development Program Event Type,Type d'activité - programme d'apprentissage et de perfectionnement,Code,Code,"The type of learning event and includes classroom, online, coaching, mentoring, stretch assignments, etc. This attribute may only be present for informal events where the information is not available from a catalogue of learning events.","Type d'activité d'apprentissage qui comprend les cours, l'apprentissage en ligne, l'encadrement, le mentorat, l'affectation enrichie, etc. Cet attribut n'existe que pour les activités informelles où l'on ne peut pas puiser l'information dans un catalogue des activités d'apprentissage.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning & Development Program Curriculum,Programme d'apprentissage et de perfectionnement Programme d'études,Learning & Development Program Event Description,Description de l'activité - programme d'apprentissage et de perfectionnement,Text,Texte,"A description of the learning event including an overview of learning objectives, competencies being addressed and expected learning outcomes. This attribute may only be present for informal events. This attribute may only be present for informal events where the information is not available from a catalogue of learning events.","Description de l'activité d'apprentissage : aperçu des objectifs d'apprentissage, compétences à perfectionner et objectifs d'apprentissage. Cet attribut ne s'applique qu'aux activités informelles dont la matière ne figure pas au catalogue des activités d'apprentissage.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning & Development Program Curriculum,Programme d'apprentissage et de perfectionnement Programme d'études,Learning & Development Program Event Objective,Objectif de l'activité - programme d'apprentissage et de perfectionnement,Text,Texte,The overall objective of the learning event that represents all the knowledge and skills to be attained through the completion of the event and the level or standard of expected performance. This attribute may only be present for informal events where the information is not available from a catalogue of learning events.,"Objectif global de l'activité d'apprentissage, soit toutes les connaissances et toutes les compétences que l'employé doit avoir acquises après avoir suivi l'activité et le niveau qu'il doit atteindre dans ces activités. Cet attribut ne s'applique qu'aux activités  informelles dont la matière ne figure pas au catalogue des activités d'apprentissage.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Code,Code d'apprentissage,Code,Code,A code given to the learning event that is a unique identifier.,Code de l'activité d'apprentissage.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Event Type,Type d'activité d'apprentissage,Code,Code,"The type of learning event and includes classroom, online, coaching, mentoring, stretch assignments, etc.","Type d'activité d'apprentissage qui comprend les cours, l'apprentissage en ligne, l'encadrement, le mentorat, l'affectation enrichie, etc. ",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Title,Titre de l'activité d'apprentissage,Text,Texte,The title of the learning event.,Titre de l'activité d'apprentissage.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Objective,Objectif d'apprentissage,Text,Texte,The overall objective of the learning event that represents all the knowledge and skills to be attained through the completion of the event and the level or standard of expected performance.,"Objectif global de l'activité d'apprentissage, soit toutes les connaissances et toutes les compétences que l'employé doit avoir acquises à la fin de l'activité et le niveau de rendement attendu.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Overview,Aperçu de l'apprentissage,Text,Texte,"A description of what is being learned by completing the event, a list of topics to be covered and approximate duration for each topic.","Description des connaissances acquises, liste des sujets abordés et durée approximative pour chaque sujet.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Agenda,Programme journalier de l'activité d'apprentissage,Text,Texte,"A learning event's daily agenda that may indicate when and how much time is spent on each learning object, the location and the facilitator.","Programme journalier de l'activité d'apprentissage indiquant l'heure et la durée pour chaque sujet, le lieu de la formation et le nom du formateur. ",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Prerequisite,Préalable pour l'apprentissage,Text,Texte,"What the participant needs to have in order to participate in a learning event e.g. completed a course, read a book, etc.","Ce que le participant doit avoir pour suivre une activité d'apprentissage : avoir suivi un cours, avoir lu un certain livre, etc.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Duration,Durée de l'apprentissage,Number,Nombre,The length of times it takes to complete a learning event. In the case of an online course this will be a recommended duration.,"Durée de l'activité d'apprentissage. Dans le cas d'un cours en ligne, il s'agit de la durée recommandée.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Target Audience,Public cible de l'apprentissage,Text,Texte,"Information regarding who the learning is targeting, this could be based on position, program eligibility, etc.","À qui s'adresse l'activité d'apprentissage, ce qui peut être fondé sur le poste, l'admissibilité au programme, etc.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Provider,Fournisseur d'apprentissage,Text,Texte,The name of the provider of the learning.,Nom du fournisseur de l'apprentissage.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Cost,Coût de l'activité d'apprentissage,Amount,Montant,The cost of an enrolment into a learning event.,Frais d'inscription à  l'activité d'apprentissage.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Minimum Enrolment,Nombre minimum de participants à l'activité d'apprentissage,Number,Nombre,The minimum number of participants needed to conduct the learning event.,Nombre minimum de participants devant s'inscrire pour tenir l'activité d'apprentissage.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Maximum Enrolment,Nombre maximum de participants à l'activité d'apprentissage,Number,Nombre,The maximum number of participants allowed to enrol in the learning event.,Nombre maximal de participants pouvant s'inscrire à l'activité d'apprentissage.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Facilitator Material,Matériel de l'animateur de l'activité,Text,Texte,The material a facilitator needs to conduct the learning event.,Matériel dont a besoin l'animateur de l'activité pour donner celle-ci.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Evaluation Approach,Approche d'évaluation de l'apprentissage,Text,Texte,The approach to be taken to assess a learning event's effectiveness at meeting learning objectives and its application in the workplace.,Approche adoptée pour évaluer l'efficacité de l'activité d'apprentissage pour ce qui est de la réalisation des objectifs d'apprentissage et de son applicabilité au travail.,
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Evaluation Method of Measurement,Méthode de mesure de l'apprentissage,Text,Texte,"The method by which the event is evaluated and may include surveys, observation, participant assessments, interviews, etc.","Méthode d'évaluation de l'activité : enquêtes, observation, évaluation par les participants, entrevues, etc.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event,Activité d'apprentissage,Learning Evaluation Tool,Outil d'évaluation de l'apprentissage,Text,Texte,"The tools used to evaluate a learning event's effectiveness and may include questionnaires, tests, interview questions, etc.","Outils servant à évaluer l'efficacité de l'activité : questionnaires, tests, questions d'entrevue, etc.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event Plan,Plan de l'activité d'apprentissage,Learning Development Type,Type d'élaboration,Code,Code,"The type of development required whether it is a full development, an adaptation or updating of an existing learning event.","Types d'élaboration nécessaire : élaboration complète, adaptation ou mise à jour d'une activité d'apprentissage existante.",
HR Business Line Data,Données du secteur d'activité RH,Learning & Development,Activités d'apprentissage et de perfectionnement,Learning Event Plan,Plan de l'activité d'apprentissage,Learning Requirement,Besoins en matière d'apprentissage,Text,Texte,"Detailed description of knowledge, skills, abilities etc. that must be addressed through the development of the learning object.","Description détaillée des connaissances, des compétences, etc. à aborder en créant  l'objet d'apprentissage.",
